TEXT,LABEL
ÀÀ Á¶Áü ,0
´ë¹Ú,1
²¿·ÒÇÑ°Ç ÁøÂ¥ ÀßÇØ ,1
³×,1
¿À´Ã žÍÄÉ ¾êµéÀÌ ¸øÇÏÁö,1
Àú¹øÁÖ µ¥¹Ùµ¥¿´´Ù,1
³×,0
¾î¾î,1
³×³ð,0
¹ø¸¶ ÁØºñ,0
¾Æ ³¯¸Ô ¸ÊÁ» ±×¸¸ ³ª¿Í¶ó,1
¾Æ ³» ¹ø¸¶,1
¿Í  ÀÌ°É,1
·ç ,0
ÄÆ,0
ÀÌ°Ô ¸¶¸®¿À¶ó´Ï ,1
¸¶¸®¿À ,0
¾Æ,0
ÇÏ ¹è ,1
¼Ò¿Ü°¨ ,0
¸¶¸®¿À°¡ µî,0
Á¦¹ß ¼÷Á¦,1
´ä´ä ,0
º¼ÇÊ¿ä ¾ø´Ù´Â°Ô ÀÌ·± ¶æÀÌ¿´½À´Ï±î,0
ÀÀ ¸ø°¡,0
¹ø¸¶ Æ®·¢¿¡ µé¾î¿É´Ï´Ù,0
¹ø¸¶ ºÕÀº ¿Â´Ù,0
³×,0
ÀÌ°Ô ÀÌ±â†¶,1
±×³É¿ì¸®µµ±â±ÇÇÏÁÒ,0
¿À,1
»¡¸® Á¡¶§·Î °¡ÀÚ°í,0
¿À´Ã ÄÁµð¼Ç ÁÁÀ¸½Ã³× ,1
¹ø ´ë±âÇØ,0
¹ø °¡ÀÚ,0
¾Æ±îºÎÅÍ ,0
´Ùµé ¾îµð°¨,0
¹ø¸¶ Å»¶ô,0
½´¸¶¹«½º¸Þ ,1
Å»¶ô,0
°¡½ÄÄÆ,0
Á¶´ñµû,0
ÀÌ°Ô¸Ó¾ß,0
ÇÑ°­°¡¸é ±×¸¸ÀÌ¾ß,0
¿ä,1
ÃÊ±âÈ­°¡ ½ÉÇÏ±äÇØ,0
¹ø¸¶´Â ¿ô°íÀÖ´Ù,0
ÇÇÁöÄÃ ÀÌ½´,0
Â¥¸´,1
¹ø °¡ÀÚ,0
¹ø¸¶ »ç¸Á,0
°³¸ðÅ×,0
¾çÆÄ ¹¹ÇØ ,0
¹ø¸¶,1
°­Çß´ø°ú°ÅÀÇ ³ª,0
½È¾î¿ä,0
Ä¼,1
°ú¿¬,0
°³¸ðˆ¼,0
¾ÐµµÀû ²ÃÂî,0
¹ø¸¶ °³¸Á,0
±ØÂù ,1
±Ùµ¥ Æ©ºê°í,0
¸ðÇÔ´Ù ,0
¹ø¸¶ °¡Áî¾Æ,1
¸¶¸¶ ·ç·ç,0
Á¦¹ß,0
¿Í ¹ø¸¶,1
Çæ,1
¹ø¸¶´Â ¿ô°íÀÖ´Ù,1
¹ø¸¶ ½ºÅÄ¹ÙÀÌ,0
ÁâÁâ,0
ÀÌÁ¦ Æ÷±âÇØ¾ßÇÒ¶§,0
¾Æ,1
¹ø¸¶,1
¿Í,1
¹ø¸¶,0
¿ª½Ã ÇÎÅ°½Å,0
´Ù Áñ±â½Ã´ÂÁß,0
´À¸´´À¸´ ,0
¹ø ÄÆ,0
Á¶ÀÛÀÌ´Ù,0
´Ð”j,0
¹ÌÃÝµû,1
¿À,1
ÀÚÀÚ ¹ø¸¶ ´Ù¸®°¡ ºÎ·¯Á³¾î¿ä,0
ºñ°ÌÇÑ º¯¸íÀÔ´Ï´Ù,0
ºÐÈ«ÀÌ ÀÚµ¿¹®ÀÌ¾ú´Âµ¥,1
¾îÈÞ ÆÄ¶û Àú “‡½Ì,0
¸¶¸®¿À ³Í ¿µ¿õÀÌ¾ß,0
ÇÎÅ°,0
¹ø¸¶ °¡Áî¾Æ,0
¹ø¸¶ ¿ì½Â,1
Å·ÇÂºÏÀÌ¾ß ,1
¿¨ ÇÎÅ°,0
ÀÌ°É ÀÌ±ä´Ù°í,1
¼­·Î¼­·Îµµ¿Í¿ä,1
¸Ó¹µ¸Ó¹µ,0
±ØÂù,1
³×,0
±Â,1
¿À µî°¢,1
¿Í ¹ø¸¶ ¿ì½Â,1
¾÷º¸,0
Áß°£µµ ¸ø°¨,0
Å«ÀÌÀÌ´Ù,0
¿ì½Â,1
Çæ,1
¹ø °¡³ª¿ä,0
¹ø¸¶ ¶±¶ô,0
±×³É ¹Ù·Î Â÷´Ü,0
±â´Ù·ÁÁÖ³ª,0
¹è ,1
¸®µëÇ³¼± Ä«¿îÅÍ,0
¿¡ÈÞ,0
¹æÇâÀ» ¸ø ¸ÂÃß°í,0
ÄÁ´×Àº Ä¡¼ÒÄ¡¼Ò,1
¹ø¸¶ÄÆ,0
ÄÆ,0
¹ø¸¶ ¿À¿­ÇÕ´Ï´Ù,0
¹ø¸¶ ¾Æ¾Æ¾Æ¾Æ¾Æ¾Æ¾Æ,0
¹ø¸¶ ÀÌ¹Ì Áý¿¡ °¬½á,0
ÀÌ°Ô ¹¹þ,1
¹ø¸¶,1
¹ø¸¶ Å»¶ô,0
´Ù ÂÑ¾Æ¿Ô´Ù,0
¸¶¸®¿À µî ,0
¹ø¸¶ ¿ì½Â,1
¿¡¹Ýµ¥,1
ÀÌÁ¦ ÀÌ±âÀÚ Çü,0
¹ø ÄÆ,0
±ØÂù,1
¾È¾ÈÀ×,1
¹øÀÌ¿´¾î ,1
¹ø¸¶ °¡³ª¿ä,0
¹¹¾ß,1
¹ø¸¶ ´ë±âÁß,0
ÇöÁú ,1
´Ë¿¡ ºüÁü ,0
±×°Íµµ ¿¹»óÇß¾î¾ßÁö,1
ÇÏ³ªµµ ¸øºÃ´Âµ¥ µîÇß³×,1
¹ø¸¶ ´Ù¸® ºÎ·¯Áü,0
¸ÛÃ»ÇÑ´¢¼Ó,0
´ë¹Ú,1
Ä¼,1
´Þ·Á,0
Æ÷ÀÎÆ®µµ ´Þ´Þ±¸¸®ÇÏ°í,1
¸¶¸®¿À ¿ªÀü,0
ÄÆ,0
¿Í,1
¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â ¹ø¸¶ ¿ì½Â,1
ÇÎÅ© ¹¹ÀÓ,0
¹Ù·Î ÄÆ ,0
²¨¾ï,1
¿Ö ÇÎÅ°Áö,0
±×³É ¸øÇÏ´Â°ÅÀÜ½¿,0
¾Æ ¹ø¸¶ ¸ê¸Á,0
¹ø¸¶ ÄÆ ,0
¿À ·ç±¸³ª,1
¿ÖÈ¥ÀÚ,0
¿Í,1
Ç³Çü °³ÀßÇØ ,1
¸ÁÇÏ´Â ¼Ò¸®,0
¹ø¸¶,1
¿Âˆª,1
Áö°ÅÁøº¸°íÀÌ°Åº¸´Ï±î ¶Û¶§¸¶´Ù Áö°ÅÁø±Í¿¡¸Éµ¼ ¾îÈÞ,0
¾î,0
 ¤©¤·¤»¤» ,0
°³¸ê,0
¿À´Ã ÁÁ³×¿ä,1
¿À¿¹,1
¿À¿­,0
½Ç·ÂÀÌ ÅðÈ­°¡ µÆ³×,0
¹ø¸¶ °¡³ª,1
¹ø¸¶ ¿ì½Â,1
·ç,0
¹ú½á,0
¿Í¾Æ¾Æ¾Æ¾Æ,1
ÇÇÁöÄÃ¸Ê,0
³Ê¹« ´À·Á,0
¹ø¸¶ ´Þ¸³´Ï´Ù,0
¿À,0
ºñ¸Å³Ê ½ºÆ®¸®¸Ó,0
¹ø¸¶ Âø,1
µ¹µ¹ÀÌ,0
¿Í,1
ÀßÇÏ±â³ª ÇØ,0
¹¹Çô ,0
²Ä¼ö¸¸ ¹Ù¶óº¸´Â,0
¸Ó¸®±ú°í°«³ª ,0
ÆÜ ·©Å©,0
¹ø¸¶ ´ë±â,0
³ªÀÌ»ç,1
¿Í,1
¿Í ¹ø¸¶,1
¿À,1
´Þ´ÞÇÏ°í,1
´À±ß ,0
¿Í ¹ò,1
Ç³Ä«,0
ÆÄ¶õ»ö ºÎ½ºÅÍ¾²³ª ,0
¹ø ³«¸¶ ,0
ÀÌ°É ,1
Ä±,0
Àý´ë¾È°¡Áö,1
¿ÀÇÂºÏ,1
¹ø¸¶ ¹èÅ» ,0
´À±ß,0
°Á µé¾î°¡,0
¿À¿À,1
°³¿ô±è,0
²ÃÂî,0
¿Í,0
¹ø¸¶ ¹ø¸¶ ´Þ·Á,1
¾Æ´Ï ÄÁµð¼Ç ¾ÈÁÁ¾Æ¸é¼­ Çü,1
Á¦ÀÏ´À¸²,0
¾Öµé ³Ê¹« ¸øÇÏ°í,1
¹ø¸¶ ¿À¿­,0
Çü¸¸ÀÇ ¸¶¸®¿À¸¦ ÇØ,1
ÀÚ ¸öÇ®ÀÚ,0
Ä§Âø¸ÇÇÏ°Ô ,1
ÀÌ°Ô ¸¶¸®¿À ±¹·êÀÔ´Ï´Ù,1
¹ø¸¶ ºüÀ×,0
¹ø°¡ÀÚ,0
¹ø¸¶ ¿ÏÁÖ¶óµµ,0
³ªÀÌ½º,0
ÇÎÅ° °³»¡¶ó,0
´ë¹Ú,1
±â´Ù·ÁÁÖ³×,0
¾Æ ÀÌ°Ç Á»,1
¾Ö¾Ö,1
¾ÈµÅ,0
Æ÷±âÇÏ»ç,0
¾î,1
º¸³Ê½º¸Ê,0
°³¸Á,0
ÇÎÅ© ÆÄÀÌÆÃ,0
¹ø¸¶,1
Àß,0
Æ÷±â,0
»ö ´Þ¶úÀÝ¾Æ,1
¸¶¸®¿À ÇÑÂü¾ÕÀÌ¿´À½,0
¾Æ ¹ø¸¶ °É·¨´Âµ¥ ,1
¹øÄÆ ,0
¹ø¸¶ ¿ª¹è ¼º°øÀÌ³×,1
¹ø¸¶ ¶±¶ôÁß,0
¹ø¸¶ ,1
³¯¸Ô¸Ê ¿ÍÁà,0
¹ø¸¶ °¡ÀÚ,0
¾Æ ,0
±â´Ù¸®°í ÀÖ¾ú³× ,0
¸»µµ¾ÈµÅ,1
¹ø¸¶ ±Û·¶´Ù,0
¹ø¸¶ ¿ì½Â,1
¸ðÇÔ´Ù,0
À× ±Ùµ¥ ÀÌ°Å ±â´Ù·ÁÁØ°Å¾Æ´Ô,1
Çæ,1
´À±ß,0
¹ø¸¶ ÁØºñÇÏ½Ã°í,0
¹ø¸¶ ¸ê¸Á ,0
Áö°ÅÁø ¸¶½ºÅÍ ,1
ÀÌ°É µû¶óÀâÈ÷³× ,0
¾Æ ¹øÀÌ³× ,0
³¯¸Ô ¿ì½Â,1
¿À¿À,1
¾Æ ¶Ç¸ÁÇß³×,0
¸ÁÇß´Âµ¥,0
¸ñ¼ûÀ» °Ç ¹æ¾îÀü,1
»ö±òÀÌ´Þ¶úÀ½,1
°í¸¶¿ö,1
¾ß¿ù·® ,1
Â¥Áõ³ª¶ó°í ¸¸µç°Å¾ß,0
¿Ö ¾È°¡¿ä,0
Â¯ÀÌ³×,0
´Ù °É¸®³× ÀÌ Çü ,0
¿ÍÀÌ°É,1
ÁË¼ÛÇØ¿ä±îÁö ÂøÇØ ,0
ÁøÂ¥,1
¿ÀÇÂºÏ ,1
¿Í ¿ÀÇÂºÏ ´ë¹Ú ,1
¾Æ ¹ø¸¶ ÀÌ°Ç ¹ø¸¶°¡ ÀÌ±æ °¢ÀÌÁÒ,0
Á¶¾Æ,1
¾î,1
¹ø¸¶ °¡Áî¾Æ,0
¹Ù·Î ¾ÕÀÌ±¸³ª,0
Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø Áö°ÅÁø,1
¾÷º¸,0
¹ø¸¶¿ä,1
Áß°£¿¡ º®µ¹ ºÎ¼ö°í,0
¾Æ ¹ø¸¶ ¼¼»óÀÌ ¾ï±î ¼±¾ðÇÏÁÒ ,0
ÀÀ ¸¶¸®¿À ÀÌ¹Ì µµÂø ,0
°¡Áî¾Æ,0
¹ø¸¶,0
¾Æ ¸ÁÇß³×,0
¾î,1
¾÷º¸ ,0
ÀÀ ÀÌÁ¦ ³¡³ª½á,0
¹Ù·Î¾Õ¿¡¼­ Ãß¶ô ,1
°¡Áî¾Æ,0
¾Æ ¹ú½á ³¡³ªÀÖ¾î,0
¿ÍÀÌ°Ô,1
¸¶¸®ž±,0
¹øÄÆ ,0
Á¡ÇÁµµ¸øÇÏ´Âµ¥ ¹«½¼,0
È¥ÀÚ ¸ø µé¾î°¡,0
Á¤¸»,1
¾î¶ó,1
¸ðÇÏ´Â°Å³Ä°í Áö±Ý,0
ÇÎÅ°°¡,0
¿À,1
¸£°Ô,1
±ê¹æµÅ,0
ÀÌ°Ô µÈ´Ù°í,1
¾ÐµµÀû,0
µµ¹ÚÀå ÀÌ´Ù,1
¿Í Ã³À½ µý´Ù,1
¹ø¸¶ ,1
ÀÌ°É ÀÌ±â³×,1
±ØÂù,1
¿ìÇÏÇÏÇÏÇÏÇÏÇÏÁK,1
¾ÐµµÀû ²ÃÂî,0
±¸µ¶ Æ¼¾î ÇÏ¸é ±Ý¹æ ½×ÀÓ,1
°íÀÎ¹° ¸Ê ,0
ºÒ½ÖÇØ,0
»¡¶ù¾î,0
±âÃâÀÌ³× ,1
Å·Ç¬ºÏÀ¸·Î ¹Ù·Î ¸¸ »¡°í,1
¿ÀÇÂºÏ,0
±î¶ß,0
¹ø¸¶ ,0
¾î¾î,1
¹ø¸¶ ÄÆ,0
¿Í,1
¹ø¸¶ Àß°¡°í ,0
¶Ç Áü,0
¿Í ¹ø¸¶°¡ ÀÌ°É,1
ÀÌ°Ô ¹èÆ²ÀÌ³Ä°í ,0
¿À,1
ÇÑÅ¸ ,1
¹ø´ë±â,0
°³¶Ë¸Ê,0
¹ø¸¶ ¿À¿­,0
¾î¾î,0
¿ÏÀü Á¤½Å¾ø³× ,1
¹ø¸¶ ¿À¿­,0
¾Æ±õ,0
¾Æ,0
¹è,1
¿À¿¹,1
¸¶°¨ »¡¸® ÇØÁà¿ä Çü,0
¹ø¸¶ ÄÆ,0
¹ö¼¸ÀÌ ´Þ¶ú´Ù´øµ¥,1
ÀÌ±â¸é Àå¶¯ÀÌÁö ,1
Èû³»,1
°æ·Î¸¦ ÀÌÅ»ÇÏ´Â ¹ø¸¶,0
ÀÌ°É,1
Å·ÇÂºÏ,1
¹ø¸¶ ¿ì½Â,1
µé¾î°¡Áö¸¶µé¾î°¨,0
¾Ö¼ÛÀÌ,0
ÁøÂ¥´À±ß´À±ß ,0
½Ç·Â¸Ê ÀÌ±â´Â°Å ÇÑ¹øÀº º¸°í½Í´Ù,0
¾Æ¿ô,0
¹ø¸¶ ¿À¿­,0
¿Í,1
¾ÐµµÀû ²ÃÂî¿´³×¿ä,0
¹ÌÄ£,1
¾ÈÀÏ ½ºÅÃ,1
¾î¾î,1
´À±ß,0
¿¡ÀÌ ¹ø¸¶ ¾Æ´Ï¾ú³×,0
¾Æ,1
°¨»çÇÕ´Ï´Ù ,1
¹ø¸¶ ³«¸¶,0
¼ö°í,0
°£´Ù,1
±¸µ¶ÇÏ¸é »¡¸®¸ð¿©¿©,1
¾î ±×·¯°Ô,0
¿Â´Ù,1
¹ø¿ÀÇÂ ,0
¾Æ ÀÌ°É Å·ÇÂºÏ,1
´Ê¾î½á,0
Çü »ç¶ûÇØ,1
½È¾î¿ä ÇØÁÖ¼¼¿ä,0
´ä´äÇØ ,0
¼­·Î¼­·Î ´ã±Å¿ä,1
Ç³¸¶¸Ó½º¸Þ ²Ãµî,0
¸Ê ³Ê¹« ³ëÀëÀÌ´Ù,1
ÁÁ¾Æ¿ä,1
¾ÏÆ° ³ëÀë ,1
¸ÓÇØ¿ä¿À¿À,0
¸Á,0
¾Ñ,0
¹ø¸¶ ÃàÇÏÇØ,0
¾î,1
Áö°ÅÁøÈ¿°ú ¾öÃ»³ª³×,1
Æ÷±âÇØ Çü,0
¹ø¸¶µµ ÄÁµð¼Ç ¾ÈÁÁ³×,0
¿¬¼Ó ¹ø¸¶ ¹«½¼ÀÏÀÌ¾ß,1
¹ø¸¶ °¡³ª¿ä,1
³×ÀÌ½º,1
¹ø¸¶ È­³²,0
´À±ß,0
¹ø¸¶ µµÁÖ½Î¿òÀ» ÀÌ°Ü³»°í ¿ì½Â,1
ÀÌ°Íº¸´Ù ´õ ¸ÁÇÒ ¼öµµ ÀÖ´Ù°í,0
º¹±¸Çß´Ù,1
ÇÇÁöÄÃÀº ¾Æ´Ï´Ù,0
ÀÚ Â÷Ä«°Ô »ìÀð,0
Á³¾î,0
ÀÌ°É ¹ø¸¶°¡,1
¾µ·Î¾ø´Â º° ,0
¾Æ´Ï,1
ÈÆ¼ö Ä¡Æ®,1
¹ø¸¶ ÁØºñÇÏ¼¼¿ä,0
 ¤©¤·¤»¤» ,1
¿ì½Â ,1
¾Æ´Ï Á¦¹ß,0
´À ±ß,0
¿ªÀü,0
¿Í,1
ÁË´Ù ¼ÛÀÌ¶ó ´çÇß´Ù,1
±âÃâ,1
¹ø¸¶ µå°¡ÀÚ,0
ÄÆ,0
³ª¶ôÀÌ±¸¿ä,0
³ªÀÌ½º,1
Æ÷±âÇØ,0
½Ç·Â¸Ê¿¡¼­ ÀÌ·±´Ù±¸ ,1
À÷´Â ¾Æ±î °¬¾î¿ä ,0
°¡Áî¾Æ,0
ÁøÂ¥ °³¸ðÅº´Ù ,0
ÀÌ°É ¹øÀÌ ,1
ÀÌ°Íµµ ÀÌ±â°í Àú°Íµµ ÀÌ±â¸é ÁÁÀÝ¾Æ¿ä,0
³ëÀë,0
Àú°Ý,0
¹è ,1
Á¦¹ßÁ¦¹ß,1
¹ö¼¸ »öÀÌ¿ä,1
¾î¾î¾î,1
ÇüÀº ¸Ç³¯ ¾ÈÇØÁÖÀÚ³ª,0
½Ç·Â¸¸Å­Àº °¡½ÄÀÌ ¾Æ´Ï´Ù,0
²¬²¬²¬ ¿À´Ã ÀÒÀº°Å ´Ù º¹±¸Çß´Ù,1
¸ÁÇß¾îŸD,0
¹ø ¸¶µµ °£´Ù,0
¿À,1
¿å½ÉÀÌ,0
¸ðÇØ,0
Çü ÇØ³¾ÁÙ¾Ë¾Æ½á,1
¾ÈµÅ¾ÈµÅ ,1
Çü,0
 È£ÀçÀÏ±î,0
¾ý,1
ÀÌ¾ß,1
º¼ ÇÊ¿ä ¾ø³×,0
ÀÌ°Ô ¿ì¸¶¹«½º¸Þ,1
¼³¸¶¿¡ÀÌ ¸»ÀÌ ¾ÈµÅ,1
¹ø¸¶ ±¤Å»,0
¹ø¸¶ ±¤Å»,0
¿Í ¹«Ä£ ¿À´Ã ´ë¹ÚÀÌ´Ù,1
žÄ,1
¿Í,1
Àú¹ø¿¡µµ ±×·¸°Ô ÇßÀÝ¾Æ,0
´Þ´Þ,1
³ª ¾ï¿ïÇØ,1
±âÃâ ,0
¿¬½ÂÀº ¾ø´Ù,0
¸¶¸®¿À,1
Çü ¿¹Àü¿¡ÀßÇÞ¾î Áö±Ý °³¸øÇÏÁö¸¸ ,0
¾Æ ³Ê¹«´Þ¾Æ¾Æ ³Ê¹«´Þ¾Æ,1
¿À¿À,1
Çæ,1
¼³¸¶ Áö³ª,1
±â»§,0
¹Ï°íÀÖ¾ú´Ù±¸,1
ÀÌ°Ô Áö,1
¿Í,1
¿À,1
¹ø ÄÆ,0
´Ùµé¾îµð°¬´Ï,0
»ç±â ¾Æ´Ï¾ß ,1
µÑÀÌ ¹¹ÇÑ°Å,0
¿À,1
¹ø¸¶ ³Ñ¾îÁø°ÍÀ¸·Î ¾Ë·ÁÁ®,0
¹ø¸¶ Å»¶ô,0
³Í ½ºÀ®ÇÏ°íÀÖ´Ï,1
±×°Ç ²ÞÀÌ¾ß,1
¿À ,1
¹ø¸¶¹ø¸¶¹ø¸¶,1
¹ø¸¶ ¿ì½Â,1
¸¸ °É°É ,1
¹è ,1
·Â½Ç¸Ê,0
Ç±,0
