TEXT,LABEL
번마 가즈아,0
번마 우승,1
킹픈북이야 ,1
엥 핑키,0
이걸 이긴다고,1
서로서로도와요,1
머뭇머뭇,0
극찬,1
네,0
굿,1
오 등각,1
와 번마 우승,1
업보,0
중간도 못감,0
큰이이다,0
우승,1
헐,1
번 가나요,0
번마 떡락,0
그냥 바로 차단,0
기다려주나,0
배 ,1
리듬풍선 카운터,0
에휴,0
방향을 못 맞추고,0
컨닝은 치소치소,1
번마컷,0
컷,0
번마 오열합니다,0
번마 아아아아아아아,0
번마 이미 집에 갔써,0
이게 뭐얔,1
번마,1
번마 탈락,0
다 쫓아왔다,0
마리오 등 ,0
번마 우승,1
에반데,1
이제 이기자 형,0
번 컷,0
극찬,1
안안잉,1
번이였어 ,1
번마 가나요,0
뭐야,1
번마 대기중,0
현질 ,1
늪에 빠짐 ,0
그것도 예상했어야지,1
하나도 못봤는데 등했네,1
번마 다리 부러짐,0
멍청한뇨속,0
대박,1
캬,1
달려,0
포인트도 달달구리하고,1
마리오 역전,0
컷,0
와,1
번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승 번마 우승,1
핑크 뭐임,0
바로 컷 ,0
꺼억,1
왜 핑키지,0
그냥 못하는거잔슴,0
아 번마 멸망,0
번마 컷 ,0
오 루구나,1
왜혼자,0
와,1
풍형 개잘해 ,1
망하는 소리,0
번마,1
온닼,1
지거진보고이거보니까 뛸때마다 지거진귀에맴돔 어휴,0
어,0
 ㄹㅇㅋㅋ ,0
개멸,0
오늘 좋네요,1
오예,1
오열,0
실력이 퇴화가 됐네,0
번마 가나,1
번마 우승,1
루,0
벌써,0
와아아아아,1
피지컬맵,0
너무 느려,0
번마 달립니다,0
오,0
비매너 스트리머,0
번마 착,1
돌돌이,0
와,1
잘하기나 해,0
뭐혀 ,0
꼼수만 바라보는,0
머리깨고갓나 ,0
퍽 랭크,0
번마 대기,0
나이사,1
와,1
와 번마,1
오,1
달달하고,1
느긋 ,0
와 뱌,1
풍카,0
파란색 부스터쓰나 ,0
번 낙마 ,0
이걸 ,1
캇,0
절대안가지,1
오픈북,1
번마 배탈 ,0
느긋,0
걍 들어가,0
오오,1
개웃김,0
꼴찌,0
와,0
번마 번마 달려,1
아니 컨디션 안좋아면서 형,1
제일느림,0
애들 너무 못하고,1
번마 오열,0
형만의 마리오를 해,1
자 몸풀자,0
침착맨하게 ,1
이게 마리오 국룰입니다,1
번마 빠잉,0
번가자,0
번마 완주라도,0
나이스,0
핑키 개빨라,0
대박,1
기다려주네,0
아 이건 좀,1
애애,1
안돼,0
포기하사,0
어,1
보너스맵,0
개망,0
핑크 파이팅,0
번마,1
잘,0
포기,0
색 달랐잖아,1
마리오 한참앞이였음,0
아 번마 걸랬는데 ,1
번컷 ,0
번마 역배 성공이네,1
번마 떡락중,0
번마 ,1
날먹맵 와줘,0
번마 가자,0
아 ,0
기다리고 있었네 ,0
말도안돼,1
번마 글렀다,0
번마 우승,1
모함다,0
잉 근데 이거 기다려준거아님,1
헐,1
느긋,0
번마 준비하시고,0
번마 멸망 ,0
지거진 마스터 ,1
이걸 따라잡히네 ,0
아 번이네 ,0
날먹 우승,1
오오,1
아 또망했네,0
망했는데,0
목숨을 건 방어전,1
색깔이달랐음,1
고마워,1
야월량 ,1
짜증나라고 만든거야,0
왜 안가요,0
짱이네,0
다 걸리네 이 형 ,0
와이걸,1
죄송해요까지 착해 ,0
진짜,1
오픈북 ,1
와 오픈북 대박 ,1
아 번마 이건 번마가 이길 각이죠,0
조아,1
어,1
번마 가즈아,0
바로 앞이구나,0
지거진 지거진 지거진 지거진 지거진 지거진 지거진 지거진 지거진 지거진 지거진 지거진 지거진,1
업보,0
번마요,1
중간에 벽돌 부수고,0
아 번마 세상이 억까 선언하죠 ,0
응 마리오 이미 도착 ,0
가즈아,0
번마,0
아 망했네,0
어,1
업보 ,0
응 이제 끝나써,0
바로앞에서 추락 ,1
가즈아,0
아 벌써 끝나있어,0
와이게,1
마리옼,0
번컷 ,0
점프도못하는데 무슨,0
혼자 못 들어가,0
정말,1
어라,1
모하는거냐고 지금,0
핑키가,0
오,1
르게,1
깃방돼,0
이게 된다고,1
압도적,0
도박장 이다,1
와 처음 딴다,1
번마 ,1
이걸 이기네,1
극찬,1
우하하하하하하핳,1
압도적 꼴찌,0
구독 티어 하면 금방 쌓임,1
고인물 맵 ,0
불쌍해,0
빨랏어,0
기출이네 ,1
킹푼북으로 바로 만 빨고,1
오픈북,0
까뜨,0
번마 ,0
어어,1
번마 컷,0
와,1
번마 잘가고 ,0
또 짐,0
와 번마가 이걸,1
이게 배틀이냐고 ,0
오,1
한타 ,1
번대기,0
개똥맵,0
번마 오열,0
어어,0
완전 정신없네 ,1
번마 오열,0
아깝,0
아,0
배,1
오예,1
마감 빨리 해줘요 형,0
번마 컷,0
버섯이 달랐다던데,1
이기면 장땡이지 ,1
힘내,1
경로를 이탈하는 번마,0
이걸,1
킹픈북,1
번마 우승,1
들어가지마들어감,0
애송이,0
진짜느긋느긋 ,0
실력맵 이기는거 한번은 보고싶다,0
아웃,0
번마 오열,0
와,1
압도적 꼴찌였네요,0
미친,1
안일 스택,1
어어,1
느긋,0
에이 번마 아니었네,0
아,1
감사합니다 ,1
번마 낙마,0
수고,0
간다,1
구독하면 빨리모여여,1
어 그러게,0
온다,1
번오픈 ,0
아 이걸 킹픈북,1
늦어써,0
형 사랑해,1
싫어요 해주세요,0
답답해 ,0
서로서로 담궈요,1
풍마머스메 꼴등,0
맵 너무 노잼이다,1
좋아요,1
암튼 노잼 ,1
머해요오오,0
망,0
앗,0
번마 축하해,0
어,1
지거진효과 엄청나네,1
포기해 형,0
번마도 컨디션 안좋네,0
연속 번마 무슨일이야,1
번마 가나요,1
네이스,1
번마 화남,0
느긋,0
번마 도주싸움을 이겨내고 우승,1
이것보다 더 망할 수도 있다고,0
복구했다,1
피지컬은 아니다,0
자 차카게 살쟈,0
졌어,0
이걸 번마가,1
쓸로없는 별 ,0
아니,1
훈수 치트,1
번마 준비하세요,0
 ㄹㅇㅋㅋ ,1
우승 ,1
아니 제발,0
느 긋,0
역전,0
와,1
죄다 송이라 당했다,1
기출,1
번마 드가자,0
컷,0
나락이구요,0
나이스,1
포기해,0
실력맵에서 이런다구 ,1
쟤는 아까 갔어요 ,0
가즈아,0
진짜 개모탄다 ,0
이걸 번이 ,1
이것도 이기고 저것도 이기면 좋잖아요,0
노잼,0
저격,0
배 ,1
제발제발,1
버섯 색이요,1
어어어,1
형은 맨날 안해주자나,0
실력만큼은 가식이 아니다,0
껄껄껄 오늘 잃은거 다 복구했다,1
망했어욬,0
번 마도 간다,0
오,1
욕심이,0
모해,0
형 해낼줄알아써,1
안돼안돼 ,1
형,0
 호재일까,0
엌,1
이야,1
볼 필요 없네,0
이게 우마무스메,1
설마에이 말이 안돼,1
번마 광탈,0
번마 광탈,0
와 무친 오늘 대박이다,1
왘,1
와,1
저번에도 그렇게 했잖아,0
달달,1
나 억울해,1
기출 ,0
연승은 없다,0
마리오,1
형 예전에잘햇어 지금 개못하지만 ,0
아 너무달아아 너무달아,1
오오,1
헐,1
설마 지나,1
기빵,0
믿고있었다구,1
이게 지,1
와,1
오,1
번 컷,0
다들어디갔니,0
사기 아니야 ,1
둘이 뭐한거,0
오,1
번마 넘어진것으로 알려져,0
번마 탈락,0
넌 스윙하고있니,1
그건 꿈이야,1
오 ,1
번마번마번마,1
번마 우승,1
만 걸걸 ,1
배 ,1
력실맵,0
풉,0
스프링맵인가봐,0
핑키 일등 맞아여,0
번마 나이스,1
마근육시절,0
번마  ,0
오,1
순간 렉걸린줄,0
웃기니까 용서해줌,0
이제 풍선 알았다 ,0
된다된다,1
번마야 돌아와 ,0
부수고 간게 숏컷인가봐,0
떨어질 폴,0
막자,1
와 뭐야 투표 바뀌었네 ,0
컷 ,0
최약체 풍선 조졌다 ,0
배 축하드립니다,1
번마,1
아,0
핑키가,0
오,1
달려라 번마,0
내 돈,0
바보,0
명 캇,0
마리오 뭐지,0
와,1
둘다 ,1
번마 잘가,0
불에타는건 나였고,0
번마 부정출발이 의심됨,1
한번 더,0
나 다 피해가네 ,1
오,1
승부조작인데,1
번마 쏴리질러,1
마리오 이미 넘어감,0
오 루이지 빨라,0
실력맵만 나오라고,1
번 마 준비 하세요,0
번컷,0
번 탈락,0
풍뎅이 기다려줘,0
교훈 ,0
번 잘가시고,0
오늘 물이 왜이러냐고,1
호우,1
오,1
벌써가죠,0
앉아 점프 스핀 해야 넘어간데요,0
만,1
영태 화이팅,0
 ㄹㅇㅋㅋ ,0
번마 떡상,1
아 번마 상태가 안좋아요,0
초심자의행운 끝낫네,0
꺼어어억,1
풍형 믿구 이썻다구,1
근데끝남,0
어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라 ,1
깨는게 맞았네요 ,0
나이솨,1
우왕,1
포인트 대출점여,1
제발 주거,1
이거 약간 냄새가 ,0
마리오 예비역,0
종,0
어,1
수고링,0
쟤 자주 보여,0
배 꺼억,1
느긋,0
마리오가 대기하죠 ,0
오늘 조심,1
번마 컷,0
번마 출발하기도 전에 탈락,0
풍선 멈춰,0
번마 컷,0
이 쉬운걸,1
번마 간다,0
압도적,0
아니야,1
느려,0
아 추억이 되돌아온다 ,1
번마 캬,1
번마 안녕 ,0
모름 ,1
어어,0
번마 ,1
번마 번마 번마,1
이맵 했던 맵 같은데 전에,0
변명 ,0
배 달달하고,1
풍선어,0
먹는건 항상 마지막 ,0
핑,0
은근자주이기던데,0
번마 ,1
하,0
어,0
왜 자꾸 죽엌,0
머리깨는거였나바,0
온다,1
열받네,1
반칙,1
얘,1
번마 승리 승리승리,1
앗,0
아 파,1
이걸지네,0
러니야,1
양아치래 ,1
헐 ,1
왜 들어가질못하닠,0
와 어케 한번을 안겹치고 다 다른숫자가 먹냐,1
이건 비 있어도 안 된다,0
어,1
번마 우승 번마 우승,1
번마 컷,0
와 ,1
느긋,0
디테일한 점프 좀 해요,0
풍선 ,0
걍 번마가 승리네,0
크흠,0
학교에서 시험어려워야 이득인 애덜 생각남 ,0
깃방도 안되겠네,0
형은 현역아냐,0
압도적인,0
오오오오,1
아뇨,0
과식이야,0
와,1
떨어질 폴,0
차단형,0
버섯먹다끝,0
루이지 ,1
관광 나오셨나요,0
사탕,1
번마 드가자,0
번마 낙마했네요,0
업봌,0
엌,1
그 꺠는건가봄 ,0
산책중,0
돈복사 무쳐꼬,1
어,1
컷,0
오,1
번마 대기해주세요,0
 모여,0
본인이 탔고,0
번,1
차카게 살라 이말이야 그러니까,0
형 됐고 번에서 우승해줘,0
날먹 그 자체,0
응 안나가,1
전진수비 ,1
아까부터 ,0
극 찬,1
이주고,0
모하냐고 지그음,0
잘들었습니다,0
개못하네침착해와,0
번마 축하해,1
변명,0
파 ,0
추잡하다 ,1
둘이 대체 뭐한 ,0
번마가 설마,1
고양이 먹고 유턴,0
어,0
와 배 ,1
맨날 혼자죽어,0
머리깼나봐 ,0
살짝 위험했어 ,1
달달,1
안해 ,1
아까 벽돌,0
아까 거기,0
파란 양파 ,0
오,1
마,1
번마 성고오오옹,1
너무 조아하자나,1
풍월량풍월량풍월량,1
번마 컷,0
느긋,0
연승 ,1
조아 침착해,1
양파 ,0
오케에,1
엣,0
번마 오열 ,0
머리꺠본 핑크 승리,0
아,1
도둑 심보,0
번 나오세요,0
 ㄹㅇㅋㅋ ,0
여유,0
설마,1
번마 준비하세요,0
네,0
뱌 ,1
이게 도박이지,1
똥맵,0
가식 아니고 과식,0
노잼맵,0
개쁠라,0
예비역 ,0
웃는거봐 깨알같으 좋아요,1
과식이야,0
캬 싹 복구했다,1
아 마리오 들어갔어 ,0
절반 차이 ,0
와,1
나만의 스위밍 ,1
오징어게임 없나,0
역시 번마 ,1
등 오예,1
침착해,0
와 씨  맵 재밌다 근데 ,1
오,1
폰배틀,0
빠,0
와 이게,1
허접,0
컷,0
배 ,1
챈스,0
풍선이라 번마는 컷이야 ,0
캬,1
번마 가자 ,0
번 다음 기회에,0
캬,1
번마가 손해,0
이게실력,0
마리오 ,0
광탈,0
형,0
마리오 또 갔다,0
풍선은 필패야 ,0
훨씬 앞에 ,0
무친 ,1
오겠냐고 ,1
번마 번마 갑니다,1
이걸 이기네,1
마리오 우승,0
번마 기권하세요,0
과거의 나보다 수준이 떨어져,0
탈락,0
번마 예스,1
번마 아웃 아웃 ,0
아 양파야,1
오 ,1
망했다 ,0
엌,0
느긋,0
에바참치 오픈북,1
날강도들 ,1
혼자만,0
어,1
핑키 어디갔어,1
개모탴,0
종료,0
번마 오열중 ,0
운맵은 진짜 강하네,1
봉동귀영둥이     ,0
매너없긴해,0
달달구리,1
아 ,1
아 번마 ,1
개노잼맵,1
풍월량이 명이네,1
어,0
아하 ,0
오,0
달달하다,1
번마,1
눈치본다 ,1
번마 멸망,0
그러네,0
번마는 울고있다 ,1
어,1
아,0
오예,1
캇,0
번마 입장해주세요,0
배래 ,1
번 ,1
똥맵,0
수문장 ,1
양파 ,0
너벤,0
아 번마야,1
번마 나이스 ,1
선 회복,1
대 인가,0
아니 바보들 아녀 ,1
번마 걸고 씻으러간다,0
온다,0
극  찬,1
화이팅 번 마,0
개웃기네 ,1
근이스 ,1
미쳤네 ,1
어 나언제 번걸었지 ,1
기출문제였네,1
저개 정답이죠,0
설마,1
이걸 어케 맞춰,1
많이 차이나던데요,0
에이 설마,1
번마 우승,1
똥맵,0
와,1
진짜 개모대 ,0
거북아 힘내,1
핑키컷,0
달달,1
아무튼 저격 ,0
아무튼 차단,0
번마 최단가 컷,0
진짜 ,1
순물,0
번마 죽어,0
극찬,1
말도안대 ,0
좋은데,1
아이고,0
안심,0
내 배팅은,0
허,1
오,1
후,0
핑키잘하네,0
선택게임이네,0
색깔이 달랐엉,1
번 컷,0
탐욕의 대가,0
머해,0
오,1
이분 모함,0
무친 ,1
이럴수가,1
우 마 이 ,1
번마 단식투쟁,0
이게 ,0
번마,0
반칙반칙,1
핑,0
꺼억,1
마리오 기다리고있엌,0
교훈적이네요,0
형 우승,1
위가 이득인데,0
개못햌,0
헐,1
너무 모태,1
망했어,0
헐,1
형 민폐야 빨리가,0
막자맵 ,1
번마 번마,1
꼬롬해,0
착하게 살자,0
아니 이걸,0
컷,0
와,1
악,1
오,1
달다라,1
살빼요,0
마근육 유지 ,1
이거진,0
컨디션 안좋다며 ,1
와,1
번이 대세다,1
개모댘,0
업보네,0
번 낙마 컷,0
오,1
어,0
이번엔 번마가 이겼네,1
마리오이미갔어,0
아니,1
날먹의신,1
뭐냐구,1
오늘 미쳤네 ,1
앜,0
우승,1
개꾸,1
어우 얄미웤,1
그걸 이제 ,0
아까감,0
개모대,0
히요스으으,1
아 모해,0
번마 광탈 ,0
먹고 가,0
형 적극적으로해,1
착하게 패배,0
똥맵이네 ,0
그래도 번은 안갔네 ,1
와,1
이걸,1
개빠르네,0
벽을 느꼈다,0
이게 ,0
오늘 컨디션 안좋다매,1
끝,0
보통으로 바꿔줘 ,1
과거의 나 무슨짓을 한거야,0
번마,1
나이스,1
다 잃네,1
번마 우승,1
번마 너무 뒤쳐졌다,0
어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라  어라 ,1
우린 그걸 실력차라고 부르기로 했어요,0
오오오,0
초반에 개빨랐는데,0
다잃었다 한강간다,1
호우,1
뭐지,0
계속되는 저격은 차단 ,0
번마 과연 배,0
아,1
캇,0
와,1
설마,1
온다,1
끝,1
집단 지성으로 이겼다 ,1
번마,1
마리오 대기중,0
벌받는중 ,0
난 처음부터 형 믿엇어,1
먹을걸 ,0
번마 가즈아,1
번마는 울고있다 ,1
번마 대기중,0
달려,0
첩자들임,1
마시따,1
지거진으로 다져진몸,1
번마 선두,1
냥냥펀치,0
형 끝났어,0
번마 광탈,0
굿굿,1
핑계중,0
비매너 스트리머,0
오늘 왜에래,1
너무 웃겨서 슬프지도않아,0
오,1
포기,0
이요쓰,1
형이거 주작아냐 이렇게 못해,0
아 이게 모야,0
헠,1
이게 마리오지,1
가나요,0
본인도 잘아시네요 핑계라는걸,0
여윽시 풍월량,1
번마,1
마리오 사라짐,0
나이스,0
극찬,1
배 ,1
맞네,0
번,1
이미 졌는데,0
번 번 번,1
앜,0
개못핵,0
날강도들,1
번마 나와주세요,0
번마 가즈아,0
킹푼북 만 달달 ,1
아웃,0
가즈아,1
싫 어 요,0
연승이다,1
굿,1
날먹,1
그게 실력,0
번마간다,0
배 ,1
마,0
낙,0
와 킹픈이네,1
애들도 못하네 ,0
이제 나다,0
어,1
번 우승,1
그와중에 보스 못잡을뻔 ,1
모함다 ,0
노래 너무 슬프네 ,0
컷,0
개같이 멸망,0
김영태 김영태 김영태 김영태 김영태 김영태 김영태 김영태 김영태,1
번 컷,0
핑키,0
번마 캇,0
이렇게라도 안하면  못가니까 어쩔수 없네 ,1
느긋,0
달려,0
번마 설마,1
방향을 못맞춰,0
그냥 달리면 되는거아니야,1
컷,0
으앙아,0
마리오 머기중,0
런,1
빨리 ,0
야호,1
풍아치 ,1
오오 대박,1
앙대애애애애,0
가시기,0
예,1
너마 낙마,0
머야 이거,0
더어려우면 형도못하자너,0
꼴찌,0
이거 예전에 했던거 아냐,0
느긋,0
차필승,1
번마 기회 오려나,0
번마 달달하구,1
대박,1
위,0
나이스,1
오늘,1
스핀점프도 몰라,0
고양이 먹고 유턴했나봄,0
형 주차해용,1
번마 광탈,0
번마 탈락,0
마리오 힘내라,0
과거의 나는 이겼다,0
풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량 풍월량,1
번마 도핑의혹 ,1
가면서 보고 바로 대응해야는데 너무 느리당,0
마리오가빠르다,0
번마 컷,0
왠 핑키,0
개판이다 진짜 ,1
가즈아,1
머해혀,0
눼,0
와,1
숏컷 깨는거,0
돼성,0
재밌어 ,0
컄,0
두번은잡았겟다,1
와,1
컷,0
가 되려면 ,0
오늘만 만 빨렸다,1
수듄 ,0
개모태,0
오늘 왜그래요 너무 잘하자나요,1
아,0
배,1
번 캇,0
하하,1
오픈북인데 이걸 못먹었네 ,1
번땄다,1
내가 포인트는 다꼴았지만 무키로제팀이 이겨서 기분이 좋군 봐줬다,0
의 위엄,1
믿고 있었다구,1
루이지,1
팀전 ,1
기출문제야 이거,0
와 달달하다,1
설마,0
번마,1
드디어 먹었다,1
개모태,0
루함다,0
일 부 러,0
모행,0
번마 컷,0
어,0
패작이래 ,0
헐,1
슈마무스메 가즈아,1
번마 상황이 안좋습니다,0
병건하게 이겼다,1
엥 ,0
그 선택,0
마리오 가라,0
블루 샷건 오지게 치겠다,0
그래도 싫어요 잖아,0
느려요 느려,0
번방 방빼 ,0
헉,1
업보청산,0
기출,0
이게  평균 실력,0
여기서 ,0
그냥 웃기네 ,0
번마 바로 컷,0
번마 최단기퇴장 ,0
착하게 살라구,0
안고마운데요,0
번마 우승,1
은근,0
번마 가자,0
커트,0
망해꼬,0
어,1
마가,0
왘맛있당,1
아,1
어,0
맵이 이게 뭐여,0
이거,0
아 진짜,0
기출이였어,0
벽치기가 이거였나요 ,0
올라가 형,0
느 긋,0
오늘 뭐야 ,1
이미 글렀어요 ,0
뒤주엔딩 ,0
토토 안하는것도 재밌네 ,0
루,0
무슨 등,0
호우,1
휴 실력맵이면 안전하지,0
뭐해,0
 좋아요 이긴맵을 판단,0
싫어요,0
퍽 에이랙크 ,0
개웃기네 ,0
번마 급빵긋,1
포기하렴,0
마리오 간지가 언젠데 형 ,0
악질낚시맵,0
이게 마지,1
번마 가야겠다,1
디펜스  ,1
번마야,1
망해써,0
렸다,0
번마 컷,0
설마,1
그띠도 졌나봐 ,0
아 망,0
와,1
범퍼카냐고,0
번 성공 번 성공,1
번이요,1
풍형 편이 생겼다,1
배 ,1
지려따,1
베이비 점프 ,0
와우 ,1
안도림,1
뤀,0
번마 나가,0
아,0
늘거써,0
배,1
에잇 번마 믿었는데,0
업 보,0
혼자 ,0
개웃겨 ,1
오,0
와,1
포기하면 편해,0
풍선 나오지마,0
가두리,0
요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨요쓰맨,1
오,1
모함다 ,0
아,0
마리오 올라갔다,0
이거 지난주에 했던맵이네,0
응 없어,0
깨는거 맞네,0
믿고 있었다고,1
기다리나,0
어어,1
토관,0
번마 죽었나요,0
아,0
오늘 폼 무야 ,1
와,1
책장에 매달려아죠,0
이거는 아니지,1
업보 ,0
너무 느려,0
번마 낙마,0
아까 한참 앞이엿음,0
와 개나이스,1
나이스,1
숏컷 ,0
풍님 컨디션 좋아여,1
어,1
와 배다 대박,1
번쨰야,1
번마 오열,0
느려,0
믿고있었다구,1
번마 어서오고,0
 배,1
번마 대기요,0
졋어요,0
깃빵도 감사지,0
아놔 ,1
응 안돼,0
마리오 대기중 ,0
 ㄹㅇㅋㅋ ,1
압도적,0
아 배틀맵이죠,0
에이,0
번마 오열,0
우승,1
입구좌 ,0
번마 번마 캬,1
가등했네 ,0
너무 달다,1
실력맵,0
와,1
핑이,0
번마 가자,0
와 천만,1
번마 입장,0
착시현상입니다,0
달달,1
느긋,0
심지어 ,0
경마장맏따,1
분 컷,0
포기하는 순간,0
가시기,0
숏컷,0
번마,1
네 제가요 풍선을요,0
번마 아웃,0
번승,1
변명,0
역돌격 ,0
그없,0
옆에 한번에 ,0
애기애기하다,0
맞아요,1
트야,1
아,0
와,1
와 말도안대,1
번마 컷,0
오늘 뭔일이지,1
핑키 뭐하냐고,1
색깔이요 ,1
어라라,1
뭐야,0
 잘하는데 ,0
거북이 메테오,0
자동문 ,1
오,0
서서도,1
아니,1
어,1
형 추해요,0
배 ,1
개웃기넼,1
오픈북 달달하고,0
번마 준비해주세요,0
가나,1
뭐해 뭐해,0
바로컽,0
폼돌아왔대,0
부릅따,1
배,1
앙대 ,0
개모태 진짜 ,0
캬 ,1
달달,1
버섯 ,0
컷,0
오,0
믿고있었다고 번마,1
오호,1
핑크 개웃기네,1
그걸 이제알다닝,0
달달,1
머해,0
배 ,1
침착,0
느긋,0
모두의선택 싫어요,1
그럼 진짜 도박돼요,1
나이스,1
모야,0
졌어요,0
아,0
와,1
변명  ,0
어,1
번마,1
어어,1
예,1
